period,arc,flow_engine,flow_official,limit,limit_reverse
76,CSUD-SARD,-621.0,-751.0,720.0,900.0
76,CSUD-SUD,-3485.3,-3485.3,2415.0,3563.0
77,CALA-SICI,11.7,11.7,1672.0,1533.0
77,CALA-SUD,2077.5,2077.5,2690.0,1699.0
77,CNOR-CSUD,-960.5,-1219.1,1502.0,2000.0
77,CNOR-NORD,-855.0,-722.4,4075.0,3690.0
77,CSUD-SARD,-183.5,-410.0,720.0,900.0
77,CSUD-SUD,-3563.0,-3563.0,2415.0,3563.0
78,CALA-SICI,67.0,67.0,1672.0,1533.0
78,CALA-SUD,2104.6,2104.6,2690.0,1699.0
78,CNOR-CSUD,-945.1,-1070.7,1502.0,2000.0
78,CNOR-NORD,-817.0,-819.2,4075.0,3690.0
78,CSUD-SARD,-173.8,-306.0,720.0,900.0
78,CSUD-SUD,-3563.0,-3563.0,2415.0,3563.0
79,CALA-SICI,56.3,53.5,1672.0,1533.0
79,CALA-SUD,2106.1,2110.7,2690.0,1699.0
79,CNOR-CSUD,-894.8,-1031.4,1502.0,2000.0
79,CNOR-NORD,-835.7,-830.5,4075.0,3690.0
79,CSUD-SARD,-163.2,-293.2,720.0,900.0
79,CSUD-SUD,-3563.0,-3563.0,2415.0,3563.0
80,CALA-SICI,136.3,136.3,1672.0,1533.0
80,CALA-SUD,2032.7,2032.7,2690.0,1699.0
80,CNOR-CSUD,-470.6,-600.6,1502.0,2000.0
80,CNOR-NORD,-1192.0,-1192.0,4075.0,3690.0
80,CSUD-SARD,-177.1,-307.1,720.0,900.0
80,CSUD-SUD,-3447.9,-3447.9,2415.0,3563.0
81,CALA-SICI,164.0,164.0,1688.0,1626.0
81,CALA-SUD,1730.7,1730.7,2690.0,1734.0
81,CNOR-CSUD,-900.0,-1030.0,1668.0,3029.0
81,CNOR-NORD,-672.2,-672.2,4148.0,3926.0
81,CSUD-SARD,-215.8,-345.8,720.0,900.0
81,CSUD-SUD,-3464.0,-3464.0,2814.0,3464.0
82,CALA-SICI,211.5,211.5,1688.0,1626.0
82,CALA-SUD,1696.3,1696.3,2690.0,1734.0
82,CNOR-CSUD,-911.1,-1041.1,1668.0,3029.0
82,CNOR-NORD,-606.9,-606.9,4148.0,3926.0
82,CSUD-SARD,-191.2,-321.2,720.0,900.0
82,CSUD-SUD,-3464.0,-3464.0,2814.0,3464.0
83,CALA-SICI,497.3,497.3,1688.0,1626.0
83,CALA-SUD,1423.9,1423.9,2690.0,1734.0
83,CNOR-CSUD,-580.7,-710.7,1668.0,3029.0
83,CNOR-NORD,-824.8,-824.8,4148.0,3926.0
83,CSUD-SARD,-153.2,-283.2,720.0,900.0
83,CSUD-SUD,-3276.8,-3276.8,2814.0,3464.0
84,CALA-SICI,712.7,712.7,1688.0,1626.0
84,CALA-SUD,1218.8,1218.8,2690.0,1734.0
84,CNOR-CSUD,-414.1,-544.1,1668.0,3029.0
84,CNOR-NORD,-965.0,-965.0,4148.0,3926.0
84,CSUD-SARD,-178.3,-308.3,720.0,900.0
84,CSUD-SUD,-3136.6,-3136.6,2814.0,3464.0
85,CALA-SICI,661.2,661.2,1688.0,1626.0
85,CALA-SUD,1286.0,1286.0,2690.0,1734.0
85,CNOR-CSUD,-1518.4,-1648.4,1668.0,3029.0
85,CNOR-NORD,243.3,243.3,4248.0,3826.0
85,CSUD-SARD,-307.6,-437.6,720.0,900.0
85,CSUD-SUD,-3464.0,-3464.0,2814.0,3464.0
86,CALA-SICI,718.7,718.7,1688.0,1626.0
86,CALA-SUD,1243.4,1243.4,2690.0,1734.0
86,CNOR-CSUD,-1512.8,-1642.8,1668.0,3029.0
86,CNOR-NORD,268.3,268.3,4248.0,3826.0
86,CSUD-SARD,-312.1,-442.1,720.0,900.0
86,CSUD-SUD,-3464.0,-3464.0,2814.0,3464.0
87,CALA-SICI,663.8,663.8,1688.0,1626.0
87,CALA-SUD,1159.3,1159.3,2690.0,1734.0
87,CNOR-CSUD,-1364.1,-1494.1,1668.0,3029.0
87,CNOR-NORD,210.5,210.5,4248.0,3826.0
87,CSUD-SARD,-266.7,-396.7,720.0,900.0
87,CSUD-SUD,-3464.0,-3464.0,2814.0,3464.0
88,CALA-SICI,638.0,638.0,1688.0,1626.0
88,CALA-SUD,1093.3,1093.3,2690.0,1734.0
88,CNOR-CSUD,-1485.6,-1615.6,1668.0,3029.0
88,CNOR-NORD,475.6,475.6,4248.0,3826.0
88,CSUD-SARD,-297.5,-427.5,720.0,900.0
88,CSUD-SUD,-3464.0,-3464.0,2814.0,3464.0
89,CALA-SICI,674.2,674.2,1664.0,1573.0
89,CALA-SUD,1151.1,1151.1,2690.0,2067.0
89,CNOR-CSUD,-1907.3,-2037.3,1957.0,2996.0
89,CNOR-NORD,1007.3,1007.3,4237.0,3852.0
89,CSUD-SARD,-354.8,-484.8,720.0,870.0
89,CSUD-SUD,-3994.0,-3994.0,2718.0,3994.0
90,CALA-SICI,643.1,643.1,1664.0,1573.0
90,CALA-SUD,1102.0,1102.0,2690.0,2067.0
90,CNOR-CSUD,-1729.7,-1859.7,1957.0,2996.0
90,CNOR-NORD,879.3,879.3,4237.0,3852.0
90,CSUD-SARD,-368.2,-498.2,720.0,870.0
90,CSUD-SUD,-3994.0,-3994.0,2718.0,3994.0
91,CALA-SICI,545.9,545.9,1664.0,1573.0
91,CALA-SUD,1305.7,1305.7,2690.0,2067.0
91,CNOR-CSUD,-1847.9,-1977.9,1957.0,2996.0
91,CNOR-NORD,794.5,794.5,4237.0,3852.0
91,CSUD-SARD,-400.9,-530.9,720.0,870.0
91,CSUD-SUD,-3994.0,-3994.0,2718.0,3994.0
92,CALA-SICI,503.2,503.2,1664.0,1573.0
92,CALA-SUD,1518.5,1518.5,2690.0,2067.0
92,CNOR-CSUD,-1733.0,-1863.0,1957.0,2996.0
92,CNOR-NORD,581.6,581.6,4237.0,3852.0
92,CSUD-SARD,-405.5,-535.5,720.0,870.0
92,CSUD-SUD,-3994.0,-3994.0,2718.0,3994.0
93,CALA-SICI,514.5,514.5,1664.0,1573.0
93,CALA-SUD,1529.3,1529.3,2690.0,2067.0
93,CNOR-CSUD,-1666.0,-1796.0,1957.0,2996.0
93,CNOR-NORD,576.9,576.9,4337.0,3752.0
93,CSUD-SARD,-414.2,-544.2,720.0,870.0
93,CSUD-SUD,-3766.9,-3766.9,2718.0,3994.0
94,CALA-SICI,442.8,442.8,1664.0,1573.0
94,CALA-SUD,1099.8,1099.8,2690.0,2067.0
94,CNOR-CSUD,-1236.2,-1366.2,1957.0,2996.0
94,CNOR-NORD,224.3,224.3,4337.0,3752.0
94,CSUD-SARD,-436.2,-566.2,720.0,870.0
94,CSUD-SUD,-3343.3,-3343.3,2718.0,3994.0
95,CALA-SICI,409.1,409.1,1664.0,1573.0
95,CALA-SUD,989.9,997.5,2690.0,2067.0
95,CNOR-CSUD,-1234.2,-1371.8,1957.0,2996.0
95,CNOR-NORD,260.0,267.6,4337.0,3752.0
95,CSUD-SARD,-443.5,-573.5,720.0,870.0
95,CSUD-SUD,-3282.8,-3290.4,2718.0,3994.0
96,CALA-SICI,391.2,391.2,1664.0,1573.0
96,CALA-SUD,588.8,588.8,2690.0,2067.0
96,CNOR-CSUD,-1018.3,-1148.3,1957.0,2996.0
96,CNOR-NORD,89.8,89.8,4337.0,3752.0
96,CSUD-SARD,-463.6,-593.6,720.0,870.0
96,CSUD-SUD,-2900.8,-2900.8,2718.0,3994.0
