period,arc,flow_engine,flow_official,limit,limit_reverse
77,CNOR-NORD,-934.8,-934.8,2562.0,3032.0
77,CSUD-SARD,-882.8,-882.8,720.0,900.0
77,CSUD-SUD,-2993.2,-2993.2,3671.0,3977.0
78,CALA-SICI,1050.0,1050.0,1050.0,1050.0
78,CALA-SUD,538.8,538.8,1968.0,1732.0
78,CNOR-CSUD,-872.5,-872.5,2866.0,3546.0
78,CNOR-NORD,-1505.1,-1505.1,2562.0,3032.0
78,CSUD-SARD,-811.3,-811.3,720.0,900.0
78,CSUD-SUD,-2807.8,-2807.8,3671.0,3977.0
79,CALA-SICI,1050.0,1050.0,1050.0,1050.0
79,CALA-SUD,548.7,548.7,1968.0,1732.0
79,CNOR-CSUD,-433.8,-433.8,2866.0,3546.0
79,CNOR-NORD,-2028.4,-2028.4,2562.0,3032.0
79,CSUD-SARD,-677.6,-677.6,720.0,900.0
79,CSUD-SUD,-2706.8,-2706.8,3671.0,3977.0
80,CALA-SICI,1050.0,1050.0,1050.0,1050.0
80,CALA-SUD,549.2,549.2,1968.0,1732.0
80,CNOR-CSUD,-212.8,-212.8,2866.0,3546.0
80,CNOR-NORD,-2229.8,-2229.8,2562.0,3032.0
80,CSUD-SARD,-594.6,-594.6,720.0,900.0
80,CSUD-SUD,-2656.0,-2656.0,3671.0,3977.0
81,CALA-SICI,1050.0,1050.0,1050.0,1050.0
81,CALA-SUD,591.5,591.5,2019.0,1727.0
81,CNOR-CSUD,-665.4,-665.4,3088.0,3600.0
81,CNOR-NORD,-1674.1,-1674.1,2688.0,3186.0
81,CSUD-SARD,-728.5,-728.5,720.0,900.0
81,CSUD-SUD,-2689.3,-2689.3,3595.0,4099.0
82,CALA-SICI,1050.0,1050.0,1050.0,1050.0
82,CALA-SUD,593.4,593.4,2019.0,1727.0
82,CNOR-CSUD,220.1,220.1,3088.0,3600.0
82,CNOR-NORD,-2562.7,-2562.7,2688.0,3186.0
82,CSUD-SARD,-44.9,-44.9,720.0,900.0
82,CSUD-SUD,-2598.6,-2598.6,3595.0,4099.0
83,CALA-SICI,1050.0,1050.0,1050.0,1050.0
83,CALA-SUD,589.5,589.5,2019.0,1727.0
83,CNOR-CSUD,105.7,105.7,3088.0,3600.0
83,CNOR-NORD,-2385.6,-2385.6,2688.0,3186.0
83,CSUD-SARD,-17.7,-17.7,720.0,900.0
83,CSUD-SUD,-2662.5,-2662.5,3595.0,4099.0
84,CALA-SICI,1050.0,1050.0,1050.0,1050.0
84,CALA-SUD,616.9,616.9,2019.0,1727.0
84,CNOR-CSUD,-59.6,-59.6,3088.0,3600.0
84,CNOR-NORD,-2179.5,-2179.5,2688.0,3186.0
84,CSUD-SARD,-73.2,-73.2,720.0,900.0
84,CSUD-SUD,-2726.7,-2726.7,3595.0,4099.0
85,CALA-SICI,1050.0,1050.0,1050.0,1050.0
85,CALA-SUD,592.8,592.8,2019.0,1727.0
85,CNOR-CSUD,-336.2,-336.1,3188.0,3600.0
85,CNOR-NORD,-1748.0,-1748.1,2688.0,3186.0
85,CSUD-SARD,-104.5,-104.5,720.0,900.0
85,CSUD-SUD,-2738.2,-2738.2,3595.0,4099.0
86,CALA-SICI,1050.0,1050.0,1050.0,1050.0
86,CALA-SUD,628.0,628.0,2019.0,1727.0
86,CNOR-CSUD,-484.9,-484.9,3188.0,3600.0
86,CNOR-NORD,-1532.2,-1532.2,2688.0,3186.0
86,CSUD-SARD,-149.1,-149.1,720.0,900.0
86,CSUD-SUD,-2861.1,-2861.1,3595.0,4099.0
87,CALA-SICI,1050.0,1050.0,1050.0,1050.0
87,CALA-SUD,615.6,615.6,2019.0,1727.0
87,CNOR-CSUD,-484.5,-484.5,3188.0,3600.0
87,CNOR-NORD,-1471.4,-1471.4,2688.0,3186.0
87,CSUD-SARD,-125.0,-125.0,720.0,900.0
87,CSUD-SUD,-2804.9,-2804.9,3595.0,4099.0
88,CALA-SICI,1050.0,1050.0,1050.0,1050.0
88,CALA-SUD,586.1,586.1,2019.0,1727.0
88,CNOR-CSUD,-231.1,-231.1,3188.0,3600.0
88,CNOR-NORD,-1694.7,-1694.7,2688.0,3186.0
88,CSUD-SARD,-64.2,-64.2,720.0,900.0
88,CSUD-SUD,-2773.7,-2773.7,3595.0,4099.0
89,CALA-SICI,1050.0,1050.0,1050.0,1050.0
89,CALA-SUD,357.5,357.5,2000.0,1764.0
89,CNOR-CSUD,-279.9,-279.9,3027.0,3709.0
89,CNOR-NORD,-1577.0,-1577.0,2842.0,3060.0
89,CSUD-SARD,-141.0,-141.0,720.0,870.0
89,CSUD-SUD,-2574.5,-2574.5,3769.0,3805.0
90,CALA-SICI,1050.0,1050.0,1050.0,1050.0
90,CALA-SUD,342.0,342.0,2000.0,1764.0
90,CNOR-CSUD,-178.5,-178.5,3027.0,3709.0
90,CNOR-NORD,-1659.4,-1659.4,2842.0,3060.0
90,CSUD-SARD,-69.6,-69.6,720.0,870.0
90,CSUD-SUD,-2565.7,-2565.7,3769.0,3805.0
91,CALA-SICI,1050.0,1050.0,1050.0,1050.0
91,CALA-SUD,369.8,369.8,2000.0,1764.0
91,CNOR-CSUD,-96.3,-96.3,3027.0,3709.0
91,CNOR-NORD,-1713.8,-1713.8,2842.0,3060.0
91,CSUD-SARD,-51.5,-51.5,720.0,870.0
91,CSUD-SUD,-2607.2,-2607.2,3769.0,3805.0
92,CALA-SICI,1050.0,1050.0,1050.0,1050.0
92,CALA-SUD,384.8,380.0,2000.0,1764.0
92,CNOR-CSUD,-237.7,-233.0,3027.0,3709.0
92,CNOR-NORD,-1533.6,-1537.8,2842.0,3060.0
92,CSUD-SARD,-64.0,-64.0,720.0,870.0
92,CSUD-SUD,-2665.2,-2667.2,3769.0,3805.0
93,CALA-SICI,900.0,900.0,900.0,900.0
93,CALA-SUD,588.7,588.7,2000.0,1764.0
93,CNOR-CSUD,-963.0,-963.0,3127.0,3709.0
93,CNOR-NORD,-650.7,-650.7,2842.0,3060.0
93,CSUD-SARD,-124.9,-124.9,720.0,870.0
93,CSUD-SUD,-2993.6,-2993.6,3769.0,3805.0
94,CALA-SICI,900.0,900.0,900.0,900.0
94,CALA-SUD,582.6,582.6,2000.0,1764.0
94,CNOR-CSUD,-1008.5,-1008.5,3127.0,3709.0
94,CNOR-NORD,-580.1,-580.1,2842.0,3060.0
94,CSUD-SARD,-128.3,-128.3,720.0,870.0
94,CSUD-SUD,-3027.6,-3027.6,3769.0,3805.0
95,CALA-SICI,900.0,900.0,900.0,900.0
95,CALA-SUD,618.8,606.9,2000.0,1764.0
95,CNOR-CSUD,-1044.6,-1027.2,3127.0,3709.0
95,CNOR-NORD,-553.5,-573.0,2842.0,3060.0
95,CSUD-SARD,-107.9,-107.9,720.0,870.0
95,CSUD-SUD,-3067.6,-3028.0,3769.0,3805.0
96,CALA-SICI,900.0,900.0,900.0,900.0
96,CALA-SUD,594.7,594.7,2000.0,1764.0
96,CNOR-CSUD,-681.8,-805.9,3127.0,3709.0
96,CNOR-NORD,-830.2,-706.1,2842.0,3060.0
96,CSUD-SARD,-125.4,-125.4,720.0,870.0
96,CSUD-SUD,-3067.6,-3067.6,3769.0,3805.0
